setting,model,metric,n_splits,median,q25,q75,mean,std,p025,p975
pooled,hist_gradient_boosting_full_postrun,rmse,20,0.1408035645811169,0.13007380271387475,0.15032599914378392,0.14058759968812257,0.013158050625501868,0.11859524861817435,0.1608063849115371
pooled,hist_gradient_boosting_full_postrun,calib_slope,20,1.0047023617315545,0.9988414394321783,1.01335132489619,1.0071077596127795,0.012718163350599795,0.987827695165783,1.0310798529884095
pooled,hist_gradient_boosting_full_postrun,calib_intercept,20,0.020022875203610485,-0.004805100680907571,0.05831716281779584,0.0316710490261537,0.060000058163756226,-0.05722239789552049,0.1479577646577165
pooled,memory_efficiency,r2,20,0.8982637098481361,0.8861987589183286,0.9057802251444795,0.8940028255979537,0.01619269755689767,0.8570254727535421,0.9145960409487338
pooled,memory_efficiency,rmse,20,0.2986919904420211,0.2866836559123248,0.31651673626462334,0.30047015467741567,0.0181209326025775,0.27241970913934194,0.3296476316562389
pooled,memory_efficiency,calib_slope,20,0.9980600516885414,0.9749518075170436,1.0198690551776914,0.9956330170444028,0.032677512682237245,0.942502531203063,1.0509454609029227
pooled,memory_efficiency,calib_intercept,20,0.0049823328122998245,-0.14516613879597956,0.05922777192662182,-0.032030593230630414,0.16378318224119529,-0.28038898381466787,0.22866102136215594
pooled,random_forest_configuration_prerun,r2,20,0.9480135904917677,0.9456741568409172,0.9538371903735864,0.9490674628413831,0.005479166502850962,0.940341198177593,0.9567959830101515
pooled,random_forest_configuration_prerun,rmse,20,0.2097351219740986,0.19997734100916773,0.21644772498348094,0.2087230885803799,0.011517363497166476,0.18958766843326325,0.22850484031152238
pooled,random_forest_configuration_prerun,calib_slope,20,1.0499248684383815,1.0378913602527193,1.0631493837210668,1.0544651149933262,0.021024140271150852,1.0289233178147892,1.094807471173384
pooled,random_forest_configuration_prerun,calib_intercept,20,0.23115088659185726,0.1498154451083161,0.2900034569964572,0.2436679652368538,0.10361917540617498,0.1242215323678713,0.44099349258324433
pooled,random_forest_full_postrun,r2,20,0.9636280178073766,0.9590232396894813,0.9659671681646426,0.9626299485119084,0.005471135302453797,0.9534168492853075,0.9715670785239878
pooled,random_forest_full_postrun,rmse,20,0.1763778969018932,0.16961374222292872,0.18624183459855492,0.1786488235247554,0.014420587403200812,0.15802741028222453,0.20654419728628817
pooled,random_forest_full_postrun,calib_slope,20,1.0622951595504477,1.0495898509002108,1.0809652842553024,1.0665477788291677,0.021912681585558116,1.0320723855908371,1.1043015678410546
pooled,random_forest_full_postrun,calib_intercept,20,0.2836522454608684,0.2239468493821265,0.3742535501488686,0.29850483988659865,0.10376409944923577,0.1253902181224932,0.47159458160474843
pooled,runtime_only_postrun,r2,20,0.5948254521397243,0.5709925048982378,0.635655681819718,0.5953576496290087,0.04009139806855841,0.5201529303725699,0.6512927407969931
pooled,runtime_only_postrun,rmse,20,0.5931589845706309,0.5650732253202061,0.6049112756018783,0.5880818518961584,0.02093350704782421,0.5585763276918833,0.6189660493044407
pooled,runtime_only_postrun,calib_slope,20,0.9936413176845698,0.9572156884639995,1.0445155339370045,1.0034638225891028,0.06448116623150339,0.9048797505162036,1.1160882519697182
pooled,runtime_only_postrun,calib_intercept,20,-0.034784640780244146,-0.21297714697944906,0.22617388464308136,0.019087019192616028,0.3093460318943377,-0.4377555085073303,0.5617326239195488
pooled,tokens_only,r2,20,0.14688471681202353,0.09373851315463924,0.1710247024088924,0.13248547171376493,0.05861910152453087,0.011131370594947915,0.21670082996303158
pooled,tokens_only,rmse,20,0.8653777063895711,0.8368740553337091,0.8814208296806945,0.8623066817910889,0.03514853750318103,0.8111509039562796,0.9261553339680164
pooled,tokens_only,calib_slope,20,1.0243638489432867,0.8290876376835051,1.2628888464218837,1.0430417744272247,0.3081547339112902,0.5492807451770517,1.589946765649401
pooled,tokens_only,calib_intercept,20,0.17691024104676986,-0.8527265287924204,1.2026623019392468,0.17161446248730286,1.3846184086676865,-2.1441743349725364,2.313235987665842
pooled,total_flops_only,r2,20,0.6591947228845678,0.6461034004804884,0.670190762895396,0.6560408250411462,0.02696506020154012,0.6001633746059235,0.6976005344942259
pooled,total_flops_only,rmse,20,0.5427923290866281,0.5366831116581036,0.5500394814962386,0.5424637366368762,0.01157306518842178,0.5215566841160308,0.5633783503063398
pooled,total_flops_only,calib_slope,20,0.9951761889344608,0.9594153156430452,1.0307649579211684,0.9973589320864138,0.05943130239467698,0.9087111877628241,1.1096789997728158
pooled,total_flops_only,calib_intercept,20,-0.062192498486602396,-0.17665094324155411,0.12031601613496165,-0.019703757213494884,0.2829575855173626,-0.4381602819294411,0.4983190173072442
